site,week_start,log10_conc,z_before_ingest,ewma_before,n_obs_before
Newtown St Boswell,2021-02-22,3.817,,3.249,1
Nigg,2021-02-22,4.029,-0.426,4.309,29
Paisley,2021-02-22,4.397,,4.606,1
Peebles,2021-02-22,3.339,-0.677,3.533,19
Penicuik,2021-02-22,3.295,,5.268,1
Perth,2021-02-22,4.443,,4.377,1
Peterhead,2021-02-22,3.479,,3.818,4
Philipshill,2021-02-22,4.073,-0.673,4.541,27
Seafield,2021-02-22,4.456,-0.464,4.739,22
Shieldhall,2021-02-22,4.476,-0.296,4.705,36
Shotts,2021-02-22,4.664,,4.766,6
Skellyton,2021-02-22,3.765,,5.047,4
Springfield,2021-02-22,3.245,,3.200,4
St Andrews,2021-02-22,4.731,,4.039,2
Stevenston,2021-02-22,4.419,,4.402,2
Stonehouse,2021-02-22,4.067,,4.054,6
Strathaven,2021-02-22,4.889,2.569,3.636,7
Swinstie,2021-02-22,3.880,,4.482,5
Tillicoultry,2021-02-22,4.406,,5.344,1
Troqueer,2021-02-22,3.408,-1.549,4.256,18
Whitburn,2021-02-22,4.707,-0.600,5.071,10
Winchburgh,2021-02-22,4.695,1.251,3.948,8
Allanfearn,2021-03-01,4.040,-0.777,4.561,29
Allers,2021-03-01,4.179,-1.513,4.715,8
Alloa,2021-03-01,4.239,-0.572,4.507,10
Alva,2021-03-01,4.169,,4.841,2
Annan,2021-03-01,1.000,-4.742,3.840,16
Ardoch,2021-03-01,3.640,,3.994,2
Armadale,2021-03-01,4.130,-1.712,4.816,10
Bathgate,2021-03-01,4.645,0.082,4.586,9
Biggar,2021-03-01,3.180,0.057,3.122,7
Blackburn,2021-03-01,4.136,-0.886,4.553,9
Blackridge,2021-03-01,3.985,-0.931,4.720,10
Blackwood,2021-03-01,3.675,-2.119,4.772,7
Blairgowrie,2021-03-01,3.417,,3.657,2
Boness,2021-03-01,3.428,,4.710,2
Bonnybridge,2021-03-01,4.852,,4.756,2
Bothwellbank,2021-03-01,4.386,-0.052,4.409,8
Bowhouse,2021-03-01,3.435,,3.318,5
Carbarns,2021-03-01,4.340,-0.571,4.709,27
Coldstream,2021-03-01,4.727,,4.304,3
Cumnock,2021-03-01,4.630,,4.912,2
Cupar,2021-03-01,3.904,,3.437,5
Dalbeattie,2021-03-01,4.603,2.693,3.347,13
Daldowie,2021-03-01,4.833,0.373,4.664,7
Dalmarnock,2021-03-01,4.860,,4.638,3
Dalmuir,2021-03-01,4.262,-0.625,4.643,29
Dalscone,2021-03-01,3.088,-1.107,3.715,14
Denny,2021-03-01,4.462,,4.452,2
Dunbar,2021-03-01,4.694,,3.725,2
Dunfermline,2021-03-01,4.546,0.303,4.299,29
Dunnswood,2021-03-01,4.842,,4.603,5
Duns,2021-03-01,2.917,,3.382,3
East Calder,2021-03-01,4.404,-1.122,4.746,10
Fairlie,2021-03-01,3.104,,4.025,2
Falkirk,2021-03-01,3.834,-1.313,4.812,22
Fauldhouse,2021-03-01,5.033,1.490,4.328,10
Fort William,2021-03-01,4.118,11.011,3.055,18
Fraserburgh,2021-03-01,4.798,,4.620,5
Galashiels,2021-03-01,2.967,-0.584,3.314,18
Guardbridge,2021-03-01,4.066,,3.176,3
Hamilton,2021-03-01,4.215,-0.788,4.704,24
Harthill,2021-03-01,4.666,0.833,3.946,7
Hatton,2021-03-01,4.180,0.041,4.157,26
Hawick,2021-03-01,2.550,-2.201,4.045,25
Helensburgh,2021-03-01,4.652,0.007,4.648,20
Inverclyde,2021-03-01,4.215,0.090,4.177,11
Ironmill Bay,2021-03-01,4.322,,3.658,4
Kincardine,2021-03-01,4.077,,4.774,5
Kirkcaldy,2021-03-01,4.261,,4.532,5
Kirkwall,2021-03-01,2.579,-1.094,3.189,14
Lanark,2021-03-01,4.809,0.186,4.741,7
Largs,2021-03-01,4.537,,4.113,3
Lerwick,2021-03-01,1.000,-3.733,3.502,8
Lesmahagow,2021-03-01,4.705,,5.287,5
Levenmouth,2021-03-01,4.059,-0.204,4.201,29
Linlithgow,2021-03-01,2.812,-1.726,3.658,10
Lockerbie,2021-03-01,1.000,-5.320,3.452,20
Lossiemouth,2021-03-01,3.694,,3.983,3
Mauldslie,2021-03-01,4.555,0.091,4.518,8
Maybole,2021-03-01,2.644,,3.454,5
Meadowhead,2021-03-01,4.315,-0.393,4.559,23
Muirkirk,2021-03-01,3.878,,3.816,3
Nairn,2021-03-01,2.641,-1.441,3.658,17
Neilston,2021-03-01,3.834,,3.366,2
New Cumnock,2021-03-01,4.460,-0.058,4.498,7
Newburgh,2021-03-01,3.661,,3.663,4
Newport & Tayport,2021-03-01,3.586,,3.637,5
Newtown St Boswell,2021-03-01,3.543,,3.472,2
Nigg,2021-03-01,3.806,-0.611,4.199,30
Paisley,2021-03-01,4.603,,4.524,2
Peebles,2021-03-01,2.667,-2.781,3.457,20
Penicuik,2021-03-01,4.308,,4.492,2
Perth,2021-03-01,3.840,,4.403,2
Peterhead,2021-03-01,2.690,,3.685,5
Philipshill,2021-03-01,4.379,0.032,4.357,28
Seafield,2021-03-01,4.447,-0.305,4.628,23
Shieldhall,2021-03-01,4.758,0.189,4.615,37
Shotts,2021-03-01,4.245,-1.270,4.726,7
Skellyton,2021-03-01,5.291,,4.542,5
Springfield,2021-03-01,3.184,,3.218,5
St Andrews,2021-03-01,3.544,,4.311,3
Stevenston,2021-03-01,4.141,,4.409,3
Stirling,2021-03-01,3.903,-0.166,4.010,19
Stonehouse,2021-03-01,3.563,-1.412,4.059,7
Stornoway,2021-03-01,3.030,,3.798,4
Strathaven,2021-03-01,4.589,1.248,3.876,8
Swinstie,2021-03-01,4.219,,4.322,6
Tillicoultry,2021-03-01,4.348,,4.975,2
Troqueer,2021-03-01,3.626,-0.654,3.986,19
Whitburn,2021-03-01,4.923,-0.008,4.928,11
Winchburgh,2021-03-01,3.696,-0.863,4.241,9
Allanfearn,2021-03-08,4.577,0.338,4.356,30
Allers,2021-03-08,3.335,-3.107,4.541,9
Alloa,2021-03-08,4.522,0.267,4.402,11
Alva,2021-03-08,4.369,,4.576,3
Annan,2021-03-08,4.391,1.412,3.545,17
Ardoch,2021-03-08,4.393,,3.855,3
Armadale,2021-03-08,4.479,-0.331,4.619,11
Bathgate,2021-03-08,3.867,-1.088,4.609,10
Biggar,2021-03-08,4.809,1.752,3.145,8
Blackburn,2021-03-08,4.001,-0.868,4.389,10
Blackridge,2021-03-08,2.787,-2.192,4.431,11
Blackwood,2021-03-08,2.802,-2.729,4.517,8
Boness,2021-03-08,3.454,,4.206,3
Bonnybridge,2021-03-08,4.083,,4.794,3
Bothwellbank,2021-03-08,4.039,-0.885,4.400,9
Bowhouse,2021-03-08,3.591,,3.364,6
Carbarns,2021-03-08,4.601,0.060,4.563,28
Coldstream,2021-03-08,3.539,,4.470,4
Cumnock,2021-03-08,4.096,,4.801,3
Cupar,2021-03-08,3.894,,3.621,6
Dalbeattie,2021-03-08,3.135,-0.802,3.577,14
Daldowie,2021-03-08,4.485,-0.583,4.730,8
Dalmarnock,2021-03-08,4.359,,4.726,4
Dalmuir,2021-03-08,4.344,-0.249,4.493,30
Dalscone,2021-03-08,3.216,-0.453,3.468,15
Denny,2021-03-08,4.177,,4.456,3
Dunbar,2021-03-08,4.440,,4.106,3
Dunfermline,2021-03-08,4.357,-0.050,4.397,30
Dunnswood,2021-03-08,4.448,,4.697,6
Duns,2021-03-08,2.974,,3.199,4
East Calder,2021-03-08,4.724,0.361,4.612,11
Fairlie,2021-03-08,3.853,,3.663,3
Falkirk,2021-03-08,4.553,0.147,4.446,23
Fauldhouse,2021-03-08,4.119,-0.874,4.561,11
Fort William,2021-03-08,2.964,-1.437,3.102,19
Fraserburgh,2021-03-08,4.741,,4.690,6
Galashiels,2021-03-08,3.037,-0.236,3.177,19
Girvan,2021-03-08,3.342,,3.336,2
Guardbridge,2021-03-08,2.967,,3.527,4
Hamilton,2021-03-08,4.587,0.125,4.511,25
Harthill,2021-03-08,4.422,0.232,4.229,8
Hatton,2021-03-08,4.002,-0.302,4.166,27
Hawick,2021-03-08,3.113,-0.816,3.711,26
Helensburgh,2021-03-08,4.139,-0.832,4.649,21
Inverclyde,2021-03-08,3.401,-1.910,4.192,12
Ironmill Bay,2021-03-08,4.356,,3.919,5
Kincardine,2021-03-08,4.434,,4.510,6
Kirkcaldy,2021-03-08,3.956,,4.425,6
Lanark,2021-03-08,4.766,-0.006,4.767,8
Largs,2021-03-08,4.376,,4.280,4
Lerwick,2021-03-08,1.000,-2.087,3.172,9
Lesmahagow,2021-03-08,4.295,,5.058,6
Levenmouth,2021-03-08,4.058,-0.128,4.145,30
Linlithgow,2021-03-08,3.888,0.804,3.417,11
Lockerbie,2021-03-08,3.340,0.249,3.226,21
Lossiemouth,2021-03-08,3.623,,3.870,4
Mauldslie,2021-03-08,4.158,-0.978,4.533,9
Meadowhead,2021-03-08,4.324,-0.230,4.463,24
Muirkirk,2021-03-08,3.487,,3.840,4
Neilston,2021-03-08,4.613,,3.550,3
New Cumnock,2021-03-08,3.820,-1.093,4.483,8
Newburgh,2021-03-08,3.840,,3.663,5
Newport & Tayport,2021-03-08,4.367,,3.617,6
Newtown St Boswell,2021-03-08,4.059,,3.500,3
Nigg,2021-03-08,4.003,-0.065,4.044,31
Paisley,2021-03-08,4.785,,4.555,3
Peebles,2021-03-08,2.508,-2.354,3.317,21
Penicuik,2021-03-08,3.770,,4.420,3
Perth,2021-03-08,4.101,,4.182,3
Peterhead,2021-03-08,2.997,,3.405,6
Philipshill,2021-03-08,4.387,0.032,4.366,29
Seafield,2021-03-08,4.383,-0.299,4.556,24
Shieldhall,2021-03-08,4.461,-0.282,4.671,38
Shotts,2021-03-08,4.709,0.441,4.540,8
Skellyton,2021-03-08,3.831,,4.837,6
Springfield,2021-03-08,3.509,,3.205,6
St Andrews,2021-03-08,3.242,,4.009,4
Stevenston,2021-03-08,3.672,,4.303,4
Stirling,2021-03-08,4.501,0.849,3.968,20
Stonehouse,2021-03-08,2.637,-3.414,3.886,8
Strathaven,2021-03-08,3.588,-1.003,4.157,9
Swinstie,2021-03-08,4.433,0.417,4.282,7
Tillicoultry,2021-03-08,3.456,,4.728,3
Troqueer,2021-03-08,3.578,-0.490,3.845,20
Whitburn,2021-03-08,4.839,-0.157,4.926,12
Winchburgh,2021-03-08,4.544,0.863,4.027,10
Allanfearn,2021-03-15,4.219,-0.341,4.443,31
Allers,2021-03-15,3.523,-1.452,4.350,10
Alloa,2021-03-15,4.466,0.038,4.449,12
Alva,2021-03-15,3.764,,4.495,4
Annan,2021-03-15,3.762,-0.126,3.840,18
Ardoch,2021-03-15,3.965,,4.067,4
Armadale,2021-03-15,4.265,-0.736,4.564,12
Bathgate,2021-03-15,4.137,-0.272,4.317,11
Biggar,2021-03-15,2.617,-0.979,3.612,9
Blackburn,2021-03-15,4.098,-0.319,4.236,11
Blackridge,2021-03-15,3.499,-0.693,4.062,12
Blackwood,2021-03-15,3.299,-1.058,4.208,9
Blairgowrie,2021-03-15,5.106,,3.563,3
Boness,2021-03-15,4.224,,3.910,4
Bonnybridge,2021-03-15,4.259,,4.514,4
Bothwellbank,2021-03-15,4.179,-0.194,4.258,10
Bowhouse,2021-03-15,2.916,-0.854,3.454,7
Carbarns,2021-03-15,4.666,0.142,4.578,29
Coldstream,2021-03-15,2.953,,4.104,5
Cumnock,2021-03-15,4.131,,4.523,4
Cupar,2021-03-15,4.494,1.497,3.728,7
Dalbeattie,2021-03-15,3.467,0.119,3.403,15
Daldowie,2021-03-15,4.417,-0.521,4.634,9
Dalmarnock,2021-03-15,4.662,,4.581,5
Dalmuir,2021-03-15,4.487,0.091,4.435,31
Dalscone,2021-03-15,3.422,0.098,3.369,16
Denny,2021-03-15,4.768,,4.346,4
Dunbar,2021-03-15,3.826,,4.237,4
Dunfermline,2021-03-15,4.192,-0.240,4.381,31
Dunnswood,2021-03-15,4.467,-0.253,4.599,7
Duns,2021-03-15,1.000,,3.111,5
East Calder,2021-03-15,4.974,1.072,4.656,12
Fairlie,2021-03-15,3.140,,3.738,4
Falkirk,2021-03-15,4.108,-0.531,4.488,24
Fauldhouse,2021-03-15,4.446,0.121,4.387,12
Forfar,2021-03-15,3.951,,,0
Fort William,2021-03-15,3.135,0.836,3.055,20
Fraserburgh,2021-03-15,4.299,-2.396,4.710,7
Galashiels,2021-03-15,3.065,-0.095,3.122,20
Girvan,2021-03-15,2.600,,3.338,3
Guardbridge,2021-03-15,1.000,,3.306,5
Hamilton,2021-03-15,4.221,-0.540,4.541,26
Harthill,2021-03-15,3.321,-1.258,4.305,9
Hatton,2021-03-15,4.184,0.155,4.102,28
Hawick,2021-03-15,2.649,-1.122,3.476,27
Helensburgh,2021-03-15,4.388,-0.101,4.448,22
Inverclyde,2021-03-15,4.024,0.073,3.988,13
Ironmill Bay,2021-03-15,4.112,,4.091,6
Kincardine,2021-03-15,5.171,1.262,4.480,7
Kirkcaldy,2021-03-15,4.747,1.530,4.296,7
Kirkwall,2021-03-15,1.000,-3.480,2.949,15
Lanark,2021-03-15,3.495,-3.946,4.767,9
Largs,2021-03-15,2.997,,4.318,5
Lerwick,2021-03-15,1.000,-1.377,2.660,10
Lesmahagow,2021-03-15,3.542,-1.924,4.758,7
Levenmouth,2021-03-15,4.193,0.123,4.111,31
Linlithgow,2021-03-15,3.587,-0.028,3.602,12
Lockerbie,2021-03-15,2.711,-1.244,3.271,22
Lossiemouth,2021-03-15,3.109,,3.773,5
Mauldslie,2021-03-15,3.886,-1.269,4.385,10
Maybole,2021-03-15,4.413,,3.142,6
Meadowhead,2021-03-15,4.190,-0.370,4.408,25
Muirkirk,2021-03-15,1.000,,3.701,5
Nairn,2021-03-15,3.688,0.523,3.311,18
Neilston,2021-03-15,3.388,,3.968,4
New Cumnock,2021-03-15,3.736,-0.781,4.222,9
Newburgh,2021-03-15,2.885,,3.732,6
Newport & Tayport,2021-03-15,3.209,-1.260,3.795,7
